,0,1,2,3,4
0,128.0,2.0,1.0,0.0,5.0
1,4.0,21.0,19.0,20.0,1.0
2,0.0,1.0,399.0,15.0,0.0
3,0.0,3.0,76.0,97.0,0.0
4,2.0,0.0,13.0,0.0,10.0
