,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.726190447807312,"{'Basal': {'precision': 0.6190476190476191, 'recall': 0.9285714285714286, 'f1-score': 0.742857142857143, 'support': 14}, 'Her2': {'precision': 0.5, 'recall': 0.14285714285714285, 'f1-score': 0.22222222222222224, 'support': 7}, 'LumA': {'precision': 0.7843137254901961, 'recall': 0.9523809523809523, 'f1-score': 0.8602150537634408, 'support': 42}, 'LumB': {'precision': 0.875, 'recall': 0.3888888888888889, 'f1-score': 0.5384615384615385, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7261904761904762, 'recall': 0.7261904761904762, 'f1-score': 0.7261904761904762, 'support': 84}, 'macro avg': {'precision': 0.555672268907563, 'recall': 0.4825396825396825, 'f1-score': 0.4727511914608689, 'support': 84}, 'weighted avg': {'precision': 0.7244981325863679, 'recall': 0.7261904761904762, 'f1-score': 0.6878201845943781, 'support': 84}}",0.7466546,100,20,64,100,0.01,0,0
1,2,0.6785714030265808,"{'Basal': {'precision': 0.6666666666666666, 'recall': 1.0, 'f1-score': 0.8, 'support': 14}, 'Her2': {'precision': 0.42857142857142855, 'recall': 0.42857142857142855, 'f1-score': 0.42857142857142855, 'support': 7}, 'LumA': {'precision': 0.9615384615384616, 'recall': 0.5952380952380952, 'f1-score': 0.7352941176470588, 'support': 42}, 'LumB': {'precision': 0.5, 'recall': 0.7222222222222222, 'f1-score': 0.5909090909090908, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.6666666666666666, 'f1-score': 0.5714285714285715, 'support': 3}, 'micro avg': {'precision': 0.6785714285714286, 'recall': 0.6785714285714286, 'f1-score': 0.6785714285714286, 'support': 84}, 'macro avg': {'precision': 0.6113553113553113, 'recall': 0.6825396825396826, 'f1-score': 0.62524064171123, 'support': 84}, 'weighted avg': {'precision': 0.7525946275946276, 'recall': 0.6785714285714286, 'f1-score': 0.6837262177598311, 'support': 84}}",0.7466546,100,20,64,100,0.01,0,0
2,3,0.7857142686843872,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.8571428571428571, 'f1-score': 0.888888888888889, 'support': 14}, 'Her2': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 7}, 'LumA': {'precision': 0.8125, 'recall': 0.9285714285714286, 'f1-score': 0.8666666666666666, 'support': 42}, 'LumB': {'precision': 0.8, 'recall': 0.4444444444444444, 'f1-score': 0.5714285714285714, 'support': 18}, 'Normal': {'precision': 0.3333333333333333, 'recall': 0.6666666666666666, 'f1-score': 0.4444444444444444, 'support': 3}, 'micro avg': {'precision': 0.7857142857142857, 'recall': 0.7857142857142857, 'f1-score': 0.7857142857142857, 'support': 84}, 'macro avg': {'precision': 0.7166391941391942, 'recall': 0.7222222222222222, 'f1-score': 0.6971428571428572, 'support': 84}, 'weighted avg': {'precision': 0.8029532967032967, 'recall': 0.7857142857142857, 'f1-score': 0.7793272864701435, 'support': 84}}",0.7466546,100,20,64,100,0.01,0,0
3,4,0.761904776096344,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.4, 'recall': 0.5714285714285714, 'f1-score': 0.47058823529411764, 'support': 7}, 'LumA': {'precision': 0.8095238095238095, 'recall': 0.8095238095238095, 'f1-score': 0.8095238095238095, 'support': 42}, 'LumB': {'precision': 0.6470588235294118, 'recall': 0.6111111111111112, 'f1-score': 0.6285714285714287, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.7619047619047619, 'recall': 0.7619047619047619, 'f1-score': 0.7619047619047619, 'support': 84}, 'macro avg': {'precision': 0.7713165266106443, 'recall': 0.7174603174603174, 'f1-score': 0.7343292872704638, 'support': 84}, 'weighted avg': {'precision': 0.7791316526610643, 'recall': 0.7619047619047619, 'f1-score': 0.7677367243193575, 'support': 84}}",0.7466546,100,20,64,100,0.01,0,0
4,5,0.726190447807312,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 0.45454545454545453, 'recall': 0.7142857142857143, 'f1-score': 0.5555555555555556, 'support': 7}, 'LumA': {'precision': 0.7346938775510204, 'recall': 0.8571428571428571, 'f1-score': 0.7912087912087913, 'support': 42}, 'LumB': {'precision': 0.7777777777777778, 'recall': 0.3888888888888889, 'f1-score': 0.5185185185185185, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7261904761904762, 'recall': 0.7261904761904762, 'f1-score': 0.7261904761904762, 'support': 84}, 'macro avg': {'precision': 0.5667367553081839, 'recall': 0.5777777777777777, 'f1-score': 0.5523669178841593, 'support': 84}, 'weighted avg': {'precision': 0.7163368377654092, 'recall': 0.7261904761904762, 'f1-score': 0.7024370903681249, 'support': 84}}",0.7466546,100,20,64,100,0.01,0,0
5,6,0.75,"{'Basal': {'precision': 0.9166666666666666, 'recall': 0.8461538461538461, 'f1-score': 0.8799999999999999, 'support': 13}, 'Her2': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 6}, 'LumA': {'precision': 0.8888888888888888, 'recall': 0.7804878048780488, 'f1-score': 0.8311688311688312, 'support': 41}, 'LumB': {'precision': 0.5909090909090909, 'recall': 0.7222222222222222, 'f1-score': 0.65, 'support': 18}, 'Normal': {'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 2}, 'micro avg': {'precision': 0.75, 'recall': 0.75, 'f1-score': 0.75, 'support': 80}, 'macro avg': {'precision': 0.6292929292929292, 'recall': 0.6697727746508235, 'f1-score': 0.638900432900433, 'support': 80}, 'weighted avg': {'precision': 0.7812184343434343, 'recall': 0.75, 'f1-score': 0.7610573593073593, 'support': 80}}",0.7466546,100,20,64,100,0.01,0,0
6,7,0.7721518874168396,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.9230769230769231, 'f1-score': 0.888888888888889, 'support': 13}, 'Her2': {'precision': 0.5555555555555556, 'recall': 0.8333333333333334, 'f1-score': 0.6666666666666667, 'support': 6}, 'LumA': {'precision': 0.8292682926829268, 'recall': 0.8292682926829268, 'f1-score': 0.8292682926829268, 'support': 41}, 'LumB': {'precision': 0.6428571428571429, 'recall': 0.5294117647058824, 'f1-score': 0.5806451612903226, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.7721518987341772, 'recall': 0.7721518987341772, 'f1-score': 0.7721518987341772, 'support': 79}, 'macro avg': {'precision': 0.7769647696476965, 'recall': 0.7230180627598131, 'f1-score': 0.7264271352390943, 'support': 79}, 'weighted avg': {'precision': 0.7772754671488848, 'recall': 0.7721518987341772, 'f1-score': 0.7691121092509415, 'support': 79}}",0.7466546,100,20,64,100,0.01,0,0
7,8,0.746835470199585,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 0.625, 'recall': 0.8333333333333334, 'f1-score': 0.7142857142857143, 'support': 6}, 'LumA': {'precision': 0.90625, 'recall': 0.7073170731707317, 'f1-score': 0.7945205479452054, 'support': 41}, 'LumB': {'precision': 0.631578947368421, 'recall': 0.7058823529411765, 'f1-score': 0.6666666666666667, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7468354430379747, 'recall': 0.7468354430379747, 'f1-score': 0.7468354430379747, 'support': 79}, 'macro avg': {'precision': 0.61828007518797, 'recall': 0.6493065518890484, 'f1-score': 0.6276871783721099, 'support': 79}, 'weighted avg': {'precision': 0.8065129199581231, 'recall': 0.7468354430379747, 'f1-score': 0.7685178304217666, 'support': 79}}",0.7466546,100,20,64,100,0.01,0,0
8,9,0.7088607549667358,"{'Basal': {'precision': 0.7058823529411765, 'recall': 0.9230769230769231, 'f1-score': 0.8000000000000002, 'support': 13}, 'Her2': {'precision': 0.75, 'recall': 0.5, 'f1-score': 0.6, 'support': 6}, 'LumA': {'precision': 0.7608695652173914, 'recall': 0.8536585365853658, 'f1-score': 0.8045977011494252, 'support': 41}, 'LumB': {'precision': 0.5454545454545454, 'recall': 0.35294117647058826, 'f1-score': 0.42857142857142855, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7088607594936709, 'recall': 0.7088607594936709, 'f1-score': 0.7088607594936709, 'support': 79}, 'macro avg': {'precision': 0.5524412927226228, 'recall': 0.5259353272265754, 'f1-score': 0.5266338259441707, 'support': 79}, 'weighted avg': {'precision': 0.6853778485427293, 'recall': 0.7088607594936709, 'f1-score': 0.6870154434536799, 'support': 79}}",0.7466546,100,20,64,100,0.01,0,0
9,10,0.8101266026496887,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.8333333333333334, 'recall': 0.8536585365853658, 'f1-score': 0.8433734939759037, 'support': 41}, 'LumB': {'precision': 0.7142857142857143, 'recall': 0.5882352941176471, 'f1-score': 0.6451612903225806, 'support': 17}, 'Normal': {'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.7452380952380953, 'recall': 0.7550454328072693, 'f1-score': 0.7387843979371379, 'support': 79}, 'weighted avg': {'precision': 0.8212778782399035, 'recall': 0.810126582278481, 'f1-score': 0.812478301623121, 'support': 79}}",0.7466546,100,20,64,100,0.01,0,0
