,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.761904776096344,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 0.5, 'recall': 0.5714285714285714, 'f1-score': 0.5333333333333333, 'support': 7}, 'LumA': {'precision': 0.7592592592592593, 'recall': 0.9761904761904762, 'f1-score': 0.8541666666666667, 'support': 42}, 'LumB': {'precision': 0.75, 'recall': 0.3333333333333333, 'f1-score': 0.46153846153846156, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7619047619047619, 'recall': 0.7619047619047619, 'f1-score': 0.7619047619047619, 'support': 84}, 'macro avg': {'precision': 0.5875661375661376, 'recall': 0.5619047619047619, 'f1-score': 0.5555219780219781, 'support': 84}, 'weighted avg': {'precision': 0.7367724867724867, 'recall': 0.7619047619047619, 'f1-score': 0.7251907814407814, 'support': 84}}",0.7765672,100,20,64,100,0.01,0.6,0
1,2,0.8571428656578064,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.42857142857142855, 'f1-score': 0.6, 'support': 7}, 'LumA': {'precision': 0.9473684210526315, 'recall': 0.8571428571428571, 'f1-score': 0.9, 'support': 42}, 'LumB': {'precision': 0.6296296296296297, 'recall': 0.9444444444444444, 'f1-score': 0.7555555555555556, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 84}, 'macro avg': {'precision': 0.9153996101364523, 'recall': 0.7793650793650794, 'f1-score': 0.8111111111111111, 'support': 84}, 'weighted avg': {'precision': 0.8943191311612365, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 84}}",0.7765672,100,20,64,100,0.01,0.6,0
2,3,0.8214285969734192,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 7}, 'LumA': {'precision': 0.78, 'recall': 0.9285714285714286, 'f1-score': 0.8478260869565217, 'support': 42}, 'LumB': {'precision': 0.75, 'recall': 0.5, 'f1-score': 0.6, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.8214285714285714, 'recall': 0.8214285714285714, 'f1-score': 0.8214285714285714, 'support': 84}, 'macro avg': {'precision': 0.806, 'recall': 0.7380952380952381, 'f1-score': 0.7621578099838969, 'support': 84}, 'weighted avg': {'precision': 0.8185714285714285, 'recall': 0.8214285714285714, 'f1-score': 0.810597346829231, 'support': 84}}",0.7765672,100,20,64,100,0.01,0.6,0
3,4,0.75,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 0.8, 'recall': 0.5714285714285714, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.8378378378378378, 'recall': 0.7380952380952381, 'f1-score': 0.7848101265822786, 'support': 42}, 'LumB': {'precision': 0.48, 'recall': 0.6666666666666666, 'f1-score': 0.5581395348837209, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}, 'micro avg': {'precision': 0.75, 'recall': 0.75, 'f1-score': 0.75, 'support': 84}, 'macro avg': {'precision': 0.8092818532818533, 'recall': 0.780952380952381, 'f1-score': 0.787637551340819, 'support': 84}, 'weighted avg': {'precision': 0.778918918918919, 'recall': 0.75, 'f1-score': 0.7580381382265399, 'support': 84}}",0.7765672,100,20,64,100,0.01,0.6,0
4,5,0.761904776096344,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 0.5714285714285714, 'recall': 0.5714285714285714, 'f1-score': 0.5714285714285714, 'support': 7}, 'LumA': {'precision': 0.7872340425531915, 'recall': 0.8809523809523809, 'f1-score': 0.8314606741573034, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.4444444444444444, 'f1-score': 0.5333333333333333, 'support': 18}, 'Normal': {'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1-score': 0.6666666666666666, 'support': 3}, 'micro avg': {'precision': 0.7619047619047619, 'recall': 0.7619047619047619, 'f1-score': 0.7619047619047619, 'support': 84}, 'macro avg': {'precision': 0.7117325227963526, 'recall': 0.6984126984126984, 'f1-score': 0.6998881939447611, 'support': 84}, 'weighted avg': {'precision': 0.7523471800067545, 'recall': 0.7619047619047619, 'f1-score': 0.7508699101492593, 'support': 84}}",0.7765672,100,20,64,100,0.01,0.6,0
5,6,0.75,"{'Basal': {'precision': 0.7647058823529411, 'recall': 1.0, 'f1-score': 0.8666666666666666, 'support': 13}, 'Her2': {'precision': 0.75, 'recall': 0.5, 'f1-score': 0.6, 'support': 6}, 'LumA': {'precision': 0.9393939393939394, 'recall': 0.7560975609756098, 'f1-score': 0.8378378378378378, 'support': 41}, 'LumB': {'precision': 0.5454545454545454, 'recall': 0.6666666666666666, 'f1-score': 0.6, 'support': 18}, 'Normal': {'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 2}, 'micro avg': {'precision': 0.75, 'recall': 0.75, 'f1-score': 0.75, 'support': 80}, 'macro avg': {'precision': 0.6499108734402852, 'recall': 0.6845528455284552, 'f1-score': 0.6475675675675676, 'support': 80}, 'weighted avg': {'precision': 0.7909313725490195, 'recall': 0.75, 'f1-score': 0.7585585585585586, 'support': 80}}",0.7765672,100,20,64,100,0.01,0.6,0
6,7,0.746835470199585,"{'Basal': {'precision': 1.0, 'recall': 0.8461538461538461, 'f1-score': 0.9166666666666666, 'support': 13}, 'Her2': {'precision': 0.5, 'recall': 1.0, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.8611111111111112, 'recall': 0.7560975609756098, 'f1-score': 0.8051948051948052, 'support': 41}, 'LumB': {'precision': 0.5294117647058824, 'recall': 0.5294117647058824, 'f1-score': 0.5294117647058824, 'support': 17}, 'Normal': {'precision': 0.6666666666666666, 'recall': 1.0, 'f1-score': 0.8, 'support': 2}, 'micro avg': {'precision': 0.7468354430379747, 'recall': 0.7468354430379747, 'f1-score': 0.7468354430379747, 'support': 79}, 'macro avg': {'precision': 0.7114379084967319, 'recall': 0.8263326343670677, 'f1-score': 0.7435879806468041, 'support': 79}, 'weighted avg': {'precision': 0.780239099859353, 'recall': 0.7468354430379747, 'f1-score': 0.7535399199956162, 'support': 79}}",0.7765672,100,20,64,100,0.01,0.6,0
7,8,0.8227847814559937,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.8085106382978723, 'recall': 0.926829268292683, 'f1-score': 0.8636363636363636, 'support': 41}, 'LumB': {'precision': 0.9090909090909091, 'recall': 0.5882352941176471, 'f1-score': 0.7142857142857143, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8227848101265823, 'recall': 0.8227848101265823, 'f1-score': 0.8227848101265823, 'support': 79}, 'macro avg': {'precision': 0.7168536428110897, 'recall': 0.6363462458153993, 'f1-score': 0.6612987012987014, 'support': 79}, 'weighted avg': {'precision': 0.8337993454610745, 'recall': 0.8227848101265823, 'f1-score': 0.8154857800427421, 'support': 79}}",0.7765672,100,20,64,100,0.01,0.6,0
8,9,0.7215189933776855,"{'Basal': {'precision': 0.75, 'recall': 0.9230769230769231, 'f1-score': 0.8275862068965517, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.7727272727272727, 'recall': 0.8292682926829268, 'f1-score': 0.7999999999999999, 'support': 41}, 'LumB': {'precision': 0.5333333333333333, 'recall': 0.47058823529411764, 'f1-score': 0.5, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7215189873417721, 'recall': 0.7215189873417721, 'f1-score': 0.7215189873417721, 'support': 79}, 'macro avg': {'precision': 0.6112121212121211, 'recall': 0.5445866902107935, 'f1-score': 0.5588505747126437, 'support': 79}, 'weighted avg': {'precision': 0.7151706942846183, 'recall': 0.7215189873417721, 'f1-score': 0.7096027935399388, 'support': 79}}",0.7765672,100,20,64,100,0.01,0.6,0
9,10,0.7721518874168396,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 6}, 'LumA': {'precision': 0.7777777777777778, 'recall': 0.8536585365853658, 'f1-score': 0.8139534883720929, 'support': 41}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.47058823529411764, 'f1-score': 0.5517241379310345, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7721518987341772, 'recall': 0.7721518987341772, 'f1-score': 0.7721518987341772, 'support': 79}, 'macro avg': {'precision': 0.6412698412698412, 'recall': 0.6315160210425634, 'f1-score': 0.6323947845198848, 'support': 79}, 'weighted avg': {'precision': 0.7632107695398833, 'recall': 0.7721518987341772, 'f1-score': 0.7629104036278723, 'support': 79}}",0.7765672,100,20,64,100,0.01,0.6,0
