,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.5357142686843872,"{'Basal': {'precision': 1.0, 'recall': 0.21428571428571427, 'f1-score': 0.35294117647058826, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5185185185185185, 'recall': 1.0, 'f1-score': 0.6829268292682926, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5357142857142857, 'recall': 0.5357142857142857, 'f1-score': 0.5357142857142857, 'support': 84}, 'macro avg': {'precision': 0.3037037037037037, 'recall': 0.24285714285714283, 'f1-score': 0.2071736011477762, 'support': 84}, 'weighted avg': {'precision': 0.4259259259259259, 'recall': 0.5357142857142857, 'f1-score': 0.40028694404591103, 'support': 84}}",0.6067449,100,20,256,100,0.01,0.2,0.8
1,2,0.6071428656578064,"{'Basal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 14}, 'Her2': {'precision': 0.25, 'recall': 0.42857142857142855, 'f1-score': 0.3157894736842105, 'support': 7}, 'LumA': {'precision': 0.6307692307692307, 'recall': 0.9761904761904762, 'f1-score': 0.7663551401869158, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6071428571428571, 'recall': 0.6071428571428571, 'f1-score': 0.6071428571428571, 'support': 84}, 'macro avg': {'precision': 0.37615384615384617, 'recall': 0.38095238095238093, 'f1-score': 0.34976225610755857, 'support': 84}, 'weighted avg': {'precision': 0.5028846153846154, 'recall': 0.6071428571428571, 'f1-score': 0.5206044706782532, 'support': 84}}",0.6067449,100,20,256,100,0.01,0.2,0.8
2,3,0.6547619104385376,"{'Basal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6307692307692307, 'recall': 0.9761904761904762, 'f1-score': 0.7663551401869158, 'support': 42}, 'LumB': {'precision': 0.7777777777777778, 'recall': 0.3888888888888889, 'f1-score': 0.5185185185185185, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6547619047619048, 'recall': 0.6547619047619048, 'f1-score': 0.6547619047619048, 'support': 84}, 'macro avg': {'precision': 0.4817094017094017, 'recall': 0.373015873015873, 'f1-score': 0.3903080650744202, 'support': 84}, 'weighted avg': {'precision': 0.6487179487179487, 'recall': 0.6547619047619048, 'f1-score': 0.60539979231568, 'support': 84}}",0.6067449,100,20,256,100,0.01,0.2,0.8
3,4,0.6547619104385376,"{'Basal': {'precision': 0.8333333333333334, 'recall': 0.7142857142857143, 'f1-score': 0.7692307692307692, 'support': 14}, 'Her2': {'precision': 0.2222222222222222, 'recall': 0.2857142857142857, 'f1-score': 0.25, 'support': 7}, 'LumA': {'precision': 0.6607142857142857, 'recall': 0.8809523809523809, 'f1-score': 0.7551020408163266, 'support': 42}, 'LumB': {'precision': 0.8571428571428571, 'recall': 0.3333333333333333, 'f1-score': 0.48, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6547619047619048, 'recall': 0.6547619047619048, 'f1-score': 0.6547619047619048, 'support': 84}, 'macro avg': {'precision': 0.5146825396825397, 'recall': 0.4428571428571429, 'f1-score': 0.45086656200941916, 'support': 84}, 'weighted avg': {'precision': 0.6714380196523053, 'recall': 0.6547619047619048, 'f1-score': 0.6294466248037677, 'support': 84}}",0.6067449,100,20,256,100,0.01,0.2,0.8
4,5,0.6547619104385376,"{'Basal': {'precision': 1.0, 'recall': 0.7857142857142857, 'f1-score': 0.88, 'support': 14}, 'Her2': {'precision': 0.3333333333333333, 'recall': 0.7142857142857143, 'f1-score': 0.4545454545454545, 'support': 7}, 'LumA': {'precision': 0.6923076923076923, 'recall': 0.8571428571428571, 'f1-score': 0.7659574468085107, 'support': 42}, 'LumB': {'precision': 0.5, 'recall': 0.16666666666666666, 'f1-score': 0.25, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6547619047619048, 'recall': 0.6547619047619048, 'f1-score': 0.6547619047619048, 'support': 84}, 'macro avg': {'precision': 0.5051282051282051, 'recall': 0.5047619047619047, 'f1-score': 0.47010058027079304, 'support': 84}, 'weighted avg': {'precision': 0.6477411477411478, 'recall': 0.6547619047619048, 'f1-score': 0.6210956065211385, 'support': 84}}",0.6067449,100,20,256,100,0.01,0.2,0.8
5,6,0.5679012537002563,"{'Basal': {'precision': 1.0, 'recall': 0.35714285714285715, 'f1-score': 0.5263157894736842, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5466666666666666, 'recall': 1.0, 'f1-score': 0.7068965517241379, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5679012345679012, 'recall': 0.5679012345679012, 'f1-score': 0.5679012345679012, 'support': 81}, 'macro avg': {'precision': 0.30933333333333335, 'recall': 0.27142857142857146, 'f1-score': 0.2466424682395644, 'support': 81}, 'weighted avg': {'precision': 0.4495473251028806, 'recall': 0.5679012345679012, 'f1-score': 0.4487799959669288, 'support': 81}}",0.6067449,100,20,256,100,0.01,0.2,0.8
6,7,0.607594907283783,"{'Basal': {'precision': 1.0, 'recall': 0.38461538461538464, 'f1-score': 0.5555555555555556, 'support': 13}, 'Her2': {'precision': 0.5, 'recall': 0.16666666666666666, 'f1-score': 0.25, 'support': 6}, 'LumA': {'precision': 0.5797101449275363, 'recall': 0.975609756097561, 'f1-score': 0.7272727272727274, 'support': 41}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.11764705882352941, 'f1-score': 0.2, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6075949367088608, 'recall': 0.6075949367088608, 'f1-score': 0.6075949367088608, 'support': 79}, 'macro avg': {'precision': 0.5492753623188406, 'recall': 0.32890777324062836, 'f1-score': 0.3465656565656566, 'support': 79}, 'weighted avg': {'precision': 0.6468537882957255, 'recall': 0.6075949367088608, 'f1-score': 0.5308911903848613, 'support': 79}}",0.6067449,100,20,256,100,0.01,0.2,0.8
7,8,0.5569620132446289,"{'Basal': {'precision': 1.0, 'recall': 0.23076923076923078, 'f1-score': 0.375, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5394736842105263, 'recall': 1.0, 'f1-score': 0.7008547008547009, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5569620253164557, 'recall': 0.5569620253164557, 'f1-score': 0.5569620253164557, 'support': 79}, 'macro avg': {'precision': 0.3078947368421053, 'recall': 0.24615384615384617, 'f1-score': 0.2151709401709402, 'support': 79}, 'weighted avg': {'precision': 0.44453697534976677, 'recall': 0.5569620253164557, 'f1-score': 0.4254435789245916, 'support': 79}}",0.6067449,100,20,256,100,0.01,0.2,0.8
8,9,0.5569620132446289,"{'Basal': {'precision': 1.0, 'recall': 0.23076923076923078, 'f1-score': 0.375, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5394736842105263, 'recall': 1.0, 'f1-score': 0.7008547008547009, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5569620253164557, 'recall': 0.5569620253164557, 'f1-score': 0.5569620253164557, 'support': 79}, 'macro avg': {'precision': 0.3078947368421053, 'recall': 0.24615384615384617, 'f1-score': 0.2151709401709402, 'support': 79}, 'weighted avg': {'precision': 0.44453697534976677, 'recall': 0.5569620253164557, 'f1-score': 0.4254435789245916, 'support': 79}}",0.6067449,100,20,256,100,0.01,0.2,0.8
9,10,0.6708860993385315,"{'Basal': {'precision': 1.0, 'recall': 0.5384615384615384, 'f1-score': 0.7000000000000001, 'support': 13}, 'Her2': {'precision': 0.3333333333333333, 'recall': 0.5, 'f1-score': 0.4, 'support': 6}, 'LumA': {'precision': 0.6779661016949152, 'recall': 0.975609756097561, 'f1-score': 0.7999999999999999, 'support': 41}, 'LumB': {'precision': 0.75, 'recall': 0.17647058823529413, 'f1-score': 0.2857142857142857, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6708860759493671, 'recall': 0.6708860759493671, 'f1-score': 0.6708860759493671, 'support': 79}, 'macro avg': {'precision': 0.5522598870056497, 'recall': 0.43810837655887863, 'f1-score': 0.4371428571428571, 'support': 79}, 'weighted avg': {'precision': 0.7031216477150826, 'recall': 0.6708860759493671, 'f1-score': 0.6222423146473779, 'support': 79}}",0.6067449,100,20,256,100,0.01,0.2,0.8
