,0,1,2,3,4
0,131.0,5.0,0.0,0.0,0.0
1,0.0,52.0,2.0,10.0,1.0
2,0.0,3.0,383.0,27.0,2.0
3,0.0,5.0,41.0,130.0,0.0
4,2.0,2.0,11.0,0.0,10.0
