,loss,accuracy,val_loss,val_accuracy
0,1.3537599830335127,0.45402297377586365,1.2433352115500065,0.5496183037757874
1,0.8866492206109438,0.7241379022598267,1.0833386419383624,0.5648854970932007
2,0.6563177140736488,0.7931034564971924,0.9831509617448763,0.572519063949585
3,0.5136662341397384,0.8429118990898132,0.9212906406125949,0.6030534505844116
4,0.45253583469153363,0.8544061183929443,0.8834750702362935,0.6259542107582092
5,0.39650097158220077,0.8716475367546082,0.8571781183927114,0.6641221642494202
6,0.33706920756690806,0.8984674215316772,0.8474542020841409,0.6564885377883911
7,0.31752806759200336,0.9157088398933411,0.8303948103926564,0.6717557311058044
8,0.24291309520202578,0.931034505367279,0.8125768535919772,0.6717557311058044
9,0.2093397450858149,0.954023003578186,0.7842715705624064,0.694656491279602
10,0.19650484119110181,0.9521072506904602,0.7510386923797258,0.7099236845970154
11,0.18347175961710027,0.9521072506904602,0.7421161718950927,0.7022900581359863
12,0.15202270271220883,0.9559386968612671,0.7465112532368143,0.7175572514533997
13,0.13185866696624463,0.9712643623352051,0.7027161216917839,0.732824444770813
14,0.12229202005484095,0.977011501789093,0.7049644957971937,0.7404580116271973
15,0.10517587989454526,0.9712643623352051,0.687522494155942,0.7404580116271973
16,0.08195368615889001,0.9865900278091431,0.6759921703629821,0.7404580116271973
17,0.0847736850123981,0.9885057210922241,0.671495504961669,0.732824444770813
18,0.07265445353085054,0.9885057210922241,0.7616136178715538,0.732824444770813
19,0.07248578734438994,0.9865900278091431,0.7471357028902942,0.732824444770813
20,0.06600223860607066,0.9885057210922241,0.7525566288533102,0.732824444770813
21,0.049398925169674375,0.99042147397995,0.6531894293450217,0.7709923386573792
22,0.0443500517885347,0.992337167263031,0.5789230465888977,0.7786259651184082
23,0.040240823073576695,0.992337167263031,0.5665353950653368,0.7938931584358215
24,0.05051574074588288,0.992337167263031,0.5651328013143466,0.8015267252922058
25,0.03406695134124194,0.998084306716919,0.5576213316153024,0.8015267252922058
26,0.03485744869714724,0.992337167263031,0.5217345711839108,0.8015267252922058
27,0.03480633907733749,0.9961685538291931,0.5097836360676598,0.8167939186096191
28,0.03222756883864544,0.998084306716919,0.5497717042915694,0.7938931584358215
29,0.02262337332398727,1.0,0.7157196128413877,0.7557252049446106
30,0.022896399589476688,0.9961685538291931,0.8053060947483732,0.7404580116271973
31,0.023789466858281257,0.9961685538291931,0.7466977953000833,0.7557252049446106
32,0.017340979413967936,1.0,0.6498911758415572,0.7786259651184082
33,0.020879121384872443,0.998084306716919,0.5921989549662321,0.8015267252922058
34,0.020636303653633687,0.998084306716919,0.5228525118063424,0.8167939186096191
35,0.01235414900142571,1.0,0.5100161039647255,0.8015267252922058
36,0.020604576519422834,0.9961685538291931,0.6175038955593837,0.7938931584358215
37,0.021717337575666178,0.9942528605461121,0.6171248946481078,0.8015267252922058
