,loss,accuracy,val_loss,val_accuracy
0,1.757185259998073,0.22413793206214905,1.2992179366468473,0.5343511700630188
1,1.230524129566105,0.545976996421814,0.9712219697828511,0.6564885377883911
2,0.9658154838386623,0.6685823798179626,0.8234942660076927,0.732824444770813
3,0.8175281153784858,0.7241379022598267,0.7318462720354095,0.7633587718009949
4,0.7413792080349393,0.7394636273384094,0.6695016071996616,0.8091602921485901
5,0.6769808929313645,0.7567049860954285,0.6154760333872934,0.8091602921485901
6,0.6735188068101232,0.7547892928123474,0.5732549915786918,0.8167939186096191
7,0.6050386686891431,0.7988505959510803,0.5406719396132549,0.8320610523223877
8,0.6292851746539047,0.7739463448524475,0.5132152561013025,0.847328245639801
9,0.5709324712040781,0.7911877632141113,0.49201606202671544,0.8396946787834167
10,0.5403741433702666,0.8084291219711304,0.4702871391791424,0.8320610523223877
11,0.5582706647357721,0.7816091775894165,0.4609064910248036,0.847328245639801
12,0.5341320060678826,0.7835249304771423,0.4411147209524198,0.847328245639801
13,0.48017414502257133,0.8103448152542114,0.4241013975088833,0.847328245639801
14,0.48951135124740014,0.8065134286880493,0.41166003878790003,0.847328245639801
15,0.4838863430808787,0.8237547874450684,0.4058070657134966,0.8625954389572144
16,0.4487392056262356,0.8352490663528442,0.4055749289407075,0.8625954389572144
17,0.43930967911449886,0.8371647596359253,0.40426879984731895,0.8625954389572144
18,0.44647929266494807,0.8275862336158752,0.40672556396204096,0.8625954389572144
19,0.43747199346736015,0.8371647596359253,0.40482701122305775,0.8702290058135986
20,0.4294011238891046,0.8448275923728943,0.41494029805860444,0.8778625726699829
21,0.441820851459357,0.8199234008789062,0.39488073341719065,0.8778625726699829
22,0.38230878799811174,0.8486589789390564,0.3916145983998102,0.8778625726699829
23,0.4110820399047771,0.8486589789390564,0.3816006190449227,0.8778625726699829
24,0.42213394415789635,0.8256704807281494,0.3894967295741307,0.8702290058135986
25,0.41211112009154427,0.8448275923728943,0.38182053424929846,0.8778625726699829
26,0.38154178378225745,0.8659003973007202,0.39733441458403607,0.8778625726699829
27,0.34788455114739153,0.8697317838668823,0.38870477266894043,0.8778625726699829
28,0.3576522142951059,0.8678160905838013,0.3841292146053023,0.8778625726699829
29,0.3571811111722413,0.8448275923728943,0.38779993946770674,0.8778625726699829
30,0.36612683934270196,0.8754789233207703,0.40187610401452045,0.8702290058135986
31,0.37363836979957377,0.8601532578468323,0.42559005667007604,0.8778625726699829
32,0.34040920088117604,0.8659003973007202,0.44828197223539573,0.8549618124961853
33,0.35441035357699996,0.8544061183929443,0.43811074991262594,0.8625954389572144
