,loss,accuracy,val_loss,val_accuracy
0,1.2558564829186918,0.49425286054611206,1.0768937486728638,0.572519063949585
1,0.890305991830497,0.6858237385749817,0.8958201208187424,0.6488549709320068
2,0.6881679938214035,0.7567049860954285,0.777431478027169,0.732824444770813
3,0.5995543224601453,0.7835249304771423,0.6900827056579008,0.7480915784835815
4,0.5142447054386139,0.8065134286880493,0.617634663600048,0.7786259651184082
5,0.5032790362606561,0.8122605085372925,0.5667244236887866,0.7938931584358215
6,0.4484489050861519,0.8409961462020874,0.522632317006133,0.8091602921485901
7,0.42463060277175174,0.8409961462020874,0.48831196095197255,0.8244274854660034
8,0.3866973767107017,0.8620689511299133,0.4604422218016996,0.8320610523223877
9,0.3786979776689376,0.8563218116760254,0.4332357808833814,0.8549618124961853
10,0.3669703430371266,0.8582375645637512,0.4107142104447343,0.847328245639801
11,0.33298399987348654,0.8984674215316772,0.39118191850094397,0.8625954389572144
12,0.31110799089930524,0.9042145609855652,0.37513396871908933,0.8931297659873962
13,0.31904525324074245,0.8831417560577393,0.36036532366548785,0.8931297659873962
14,0.2815740038837053,0.8984674215316772,0.3420203470319282,0.8778625726699829
15,0.28658990327882583,0.8927202820777893,0.33541457025149396,0.8931297659873962
16,0.25220538869899806,0.9233716726303101,0.3322213346721562,0.8931297659873962
17,0.24430713599897436,0.9137930870056152,0.3501657716190542,0.8702290058135986
18,0.243942613460095,0.9137930870056152,0.35319213830787716,0.885496199131012
19,0.2357882225307925,0.9118773937225342,0.35661947909202285,0.8778625726699829
20,0.2139972370132176,0.9291187524795532,0.35843694141802895,0.885496199131012
21,0.23840133080765663,0.9176245331764221,0.3628028895108754,0.885496199131012
22,0.2252553348568664,0.9272030591964722,0.36640129426053464,0.885496199131012
23,0.1995163362944263,0.9329501986503601,0.3622365810033929,0.8702290058135986
24,0.1749121833064547,0.9444444179534912,0.38834647629552216,0.8625954389572144
25,0.19777083234197793,0.9348658919334412,0.42272527117765585,0.8549618124961853
26,0.18735134139143186,0.9367815852165222,0.4251685952412263,0.8549618124961853
