,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_cvae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.7757575511932373,"{'Basal': {'precision': 0.9615384615384616, 'recall': 0.8928571428571429, 'f1-score': 0.9259259259259259, 'support': 28}, 'Her2': {'precision': 0.625, 'recall': 0.38461538461538464, 'f1-score': 0.4761904761904762, 'support': 13}, 'LumA': {'precision': 0.8085106382978723, 'recall': 0.9156626506024096, 'f1-score': 0.8587570621468926, 'support': 83}, 'LumB': {'precision': 0.6896551724137931, 'recall': 0.5555555555555556, 'f1-score': 0.6153846153846154, 'support': 36}, 'Normal': {'precision': 0.25, 'recall': 0.4, 'f1-score': 0.3076923076923077, 'support': 5}, 'micro avg': {'precision': 0.7757575757575758, 'recall': 0.7757575757575758, 'f1-score': 0.7757575757575758, 'support': 165}, 'macro avg': {'precision': 0.6669408544500255, 'recall': 0.6297381467260986, 'f1-score': 0.6367900774680436, 'support': 165}, 'weighted avg': {'precision': 0.777163915810284, 'recall': 0.7757575757575758, 'f1-score': 0.7702154301024358, 'support': 165}}",0.81282026,300,100,200,100,0.01,0.4,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.7300613522529602,"{'Basal': {'precision': 1.0, 'recall': 0.9259259259259259, 'f1-score': 0.9615384615384615, 'support': 27}, 'Her2': {'precision': 0.7142857142857143, 'recall': 0.38461538461538464, 'f1-score': 0.5, 'support': 13}, 'LumA': {'precision': 0.6779661016949152, 'recall': 0.963855421686747, 'f1-score': 0.7960199004975124, 'support': 83}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.22857142857142856, 'f1-score': 0.3404255319148936, 'support': 35}, 'Normal': {'precision': 1.0, 'recall': 0.2, 'f1-score': 0.33333333333333337, 'support': 5}, 'micro avg': {'precision': 0.7300613496932515, 'recall': 0.7300613496932515, 'f1-score': 0.7300613496932515, 'support': 163}, 'macro avg': {'precision': 0.8117836965294594, 'recall': 0.5405936321598973, 'f1-score': 0.5862634454568403, 'support': 163}, 'weighted avg': {'precision': 0.7416578776670282, 'recall': 0.7300613496932515, 'f1-score': 0.6878082851933739, 'support': 163}}",0.81282026,300,100,200,100,0.01,0.4,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.8159509301185608,"{'Basal': {'precision': 1.0, 'recall': 0.8148148148148148, 'f1-score': 0.8979591836734693, 'support': 27}, 'Her2': {'precision': 1.0, 'recall': 0.23076923076923078, 'f1-score': 0.375, 'support': 13}, 'LumA': {'precision': 0.8058252427184466, 'recall': 1.0, 'f1-score': 0.8924731182795699, 'support': 83}, 'LumB': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 35}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 5}, 'micro avg': {'precision': 0.8159509202453987, 'recall': 0.8159509202453987, 'f1-score': 0.8159509202453987, 'support': 163}, 'macro avg': {'precision': 0.7040221914008322, 'recall': 0.551973951973952, 'f1-score': 0.5759436032477507, 'support': 163}, 'weighted avg': {'precision': 0.8091011972124604, 'recall': 0.8159509202453987, 'f1-score': 0.7864734158060611, 'support': 163}}",0.81282026,300,100,200,100,0.01,0.4,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.8834356069564819,"{'Basal': {'precision': 1.0, 'recall': 0.9259259259259259, 'f1-score': 0.9615384615384615, 'support': 27}, 'Her2': {'precision': 0.8, 'recall': 0.9230769230769231, 'f1-score': 0.8571428571428571, 'support': 13}, 'LumA': {'precision': 0.9156626506024096, 'recall': 0.9156626506024096, 'f1-score': 0.9156626506024096, 'support': 83}, 'LumB': {'precision': 0.7777777777777778, 'recall': 0.8, 'f1-score': 0.7887323943661971, 'support': 35}, 'Normal': {'precision': 0.75, 'recall': 0.6, 'f1-score': 0.6666666666666665, 'support': 5}, 'micro avg': {'precision': 0.8834355828220859, 'recall': 0.8834355828220859, 'f1-score': 0.8834355828220859, 'support': 163}, 'macro avg': {'precision': 0.8486880856760376, 'recall': 0.8329330999210516, 'f1-score': 0.8379486060633183, 'support': 163}, 'weighted avg': {'precision': 0.8857191547375597, 'recall': 0.8834355828220859, 'f1-score': 0.8837016119051894, 'support': 163}}",0.81282026,300,100,200,100,0.01,0.4,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.8588957190513611,"{'Basal': {'precision': 1.0, 'recall': 0.8888888888888888, 'f1-score': 0.9411764705882353, 'support': 27}, 'Her2': {'precision': 0.8, 'recall': 0.9230769230769231, 'f1-score': 0.8571428571428571, 'support': 13}, 'LumA': {'precision': 0.8058252427184466, 'recall': 1.0, 'f1-score': 0.8924731182795699, 'support': 83}, 'LumB': {'precision': 1.0, 'recall': 0.5142857142857142, 'f1-score': 0.6792452830188679, 'support': 35}, 'Normal': {'precision': 1.0, 'recall': 0.6, 'f1-score': 0.7499999999999999, 'support': 5}, 'micro avg': {'precision': 0.8588957055214724, 'recall': 0.8588957055214724, 'f1-score': 0.8588957055214724, 'support': 163}, 'macro avg': {'precision': 0.9211650485436893, 'recall': 0.7852503052503053, 'f1-score': 0.824007545805906, 'support': 163}, 'weighted avg': {'precision': 0.8851748168443624, 'recall': 0.8588957055214724, 'f1-score': 0.8475673347951177, 'support': 163}}",0.81282026,300,100,200,100,0.01,0.4,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
