,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,batch_size,epochs_vae,learning_rate,dropout_input
0,1,0.8690476417541504,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.8571428571428571, 'f1-score': 0.75, 'support': 7}, 'LumA': {'precision': 0.8863636363636364, 'recall': 0.9285714285714286, 'f1-score': 0.9069767441860465, 'support': 42}, 'LumB': {'precision': 0.8666666666666667, 'recall': 0.7222222222222222, 'f1-score': 0.7878787878787877, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.8690476190476191, 'recall': 0.8690476190476191, 'f1-score': 0.8690476190476191, 'support': 84}, 'macro avg': {'precision': 0.8706060606060607, 'recall': 0.7682539682539683, 'f1-score': 0.7820745546888289, 'support': 84}, 'weighted avg': {'precision': 0.8757215007215008, 'recall': 0.8690476190476191, 'f1-score': 0.8635962240112198, 'support': 84}}",0.87315655,50,64,100,0.001,0.8
1,2,0.7857142686843872,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 0.42857142857142855, 'f1-score': 0.5454545454545454, 'support': 7}, 'LumA': {'precision': 0.8372093023255814, 'recall': 0.8571428571428571, 'f1-score': 0.8470588235294119, 'support': 42}, 'LumB': {'precision': 0.6842105263157895, 'recall': 0.7222222222222222, 'f1-score': 0.7027027027027027, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7857142857142857, 'recall': 0.7857142857142857, 'f1-score': 0.7857142857142857, 'support': 84}, 'macro avg': {'precision': 0.6409506323949408, 'recall': 0.6015873015873016, 'f1-score': 0.6121466626131941, 'support': 84}, 'weighted avg': {'precision': 0.7832767480717296, 'recall': 0.7857142857142857, 'f1-score': 0.7804826480282869, 'support': 84}}",0.87315655,50,64,100,0.001,0.8
2,3,0.8928571343421936,"{'Basal': {'precision': 1.0, 'recall': 0.8571428571428571, 'f1-score': 0.923076923076923, 'support': 14}, 'Her2': {'precision': 0.5833333333333334, 'recall': 1.0, 'f1-score': 0.7368421052631579, 'support': 7}, 'LumA': {'precision': 0.9523809523809523, 'recall': 0.9523809523809523, 'f1-score': 0.9523809523809523, 'support': 42}, 'LumB': {'precision': 0.9285714285714286, 'recall': 0.7222222222222222, 'f1-score': 0.8125000000000001, 'support': 18}, 'Normal': {'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 3}, 'micro avg': {'precision': 0.8928571428571429, 'recall': 0.8928571428571429, 'f1-score': 0.8928571428571429, 'support': 84}, 'macro avg': {'precision': 0.8428571428571429, 'recall': 0.9063492063492063, 'f1-score': 0.856388567572778, 'support': 84}, 'weighted avg': {'precision': 0.917233560090703, 'recall': 0.8928571428571429, 'f1-score': 0.8961595265636619, 'support': 84}}",0.87315655,50,64,100,0.001,0.8
3,4,0.8333333134651184,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.7142857142857143, 'f1-score': 0.8333333333333333, 'support': 7}, 'LumA': {'precision': 0.7916666666666666, 'recall': 0.9047619047619048, 'f1-score': 0.8444444444444444, 'support': 42}, 'LumB': {'precision': 0.7333333333333333, 'recall': 0.6111111111111112, 'f1-score': 0.6666666666666666, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 84}, 'macro avg': {'precision': 0.905, 'recall': 0.7793650793650794, 'f1-score': 0.8288888888888888, 'support': 84}, 'weighted avg': {'precision': 0.8386904761904762, 'recall': 0.8333333333333334, 'f1-score': 0.8297619047619048, 'support': 84}}",0.87315655,50,64,100,0.001,0.8
4,5,0.9047619104385376,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 7}, 'LumA': {'precision': 0.9069767441860465, 'recall': 0.9285714285714286, 'f1-score': 0.9176470588235294, 'support': 42}, 'LumB': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.9047619047619048, 'recall': 0.9047619047619048, 'f1-score': 0.9047619047619048, 'support': 84}, 'macro avg': {'precision': 0.9194905869324475, 'recall': 0.8571428571428571, 'f1-score': 0.881624649859944, 'support': 84}, 'weighted avg': {'precision': 0.9058693244739757, 'recall': 0.9047619047619048, 'f1-score': 0.90406162464986, 'support': 84}}",0.87315655,50,64,100,0.001,0.8
5,6,0.8888888955116272,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 6}, 'LumA': {'precision': 0.8478260869565217, 'recall': 0.9512195121951219, 'f1-score': 0.8965517241379309, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8888888888888888, 'recall': 0.8888888888888888, 'f1-score': 0.8888888888888888, 'support': 81}, 'macro avg': {'precision': 0.9195652173913043, 'recall': 0.8235772357723576, 'f1-score': 0.844072249589491, 'support': 81}, 'weighted avg': {'precision': 0.9044551798174987, 'recall': 0.8888888888888888, 'f1-score': 0.8843803847635265, 'support': 81}}",0.87315655,50,64,100,0.001,0.8
6,7,0.9240506291389465,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 6}, 'LumA': {'precision': 0.926829268292683, 'recall': 0.926829268292683, 'f1-score': 0.926829268292683, 'support': 41}, 'LumB': {'precision': 0.8333333333333334, 'recall': 0.8823529411764706, 'f1-score': 0.8571428571428571, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.9240506329113924, 'recall': 0.9240506329113924, 'f1-score': 0.9240506329113924, 'support': 79}, 'macro avg': {'precision': 0.9520325203252031, 'recall': 0.8618364418938306, 'f1-score': 0.8901277584204413, 'support': 79}, 'weighted avg': {'precision': 0.9261603375527426, 'recall': 0.9240506329113924, 'f1-score': 0.9228450874020493, 'support': 79}}",0.87315655,50,64,100,0.001,0.8
7,8,0.8734177350997925,"{'Basal': {'precision': 1.0, 'recall': 0.9230769230769231, 'f1-score': 0.9600000000000001, 'support': 13}, 'Her2': {'precision': 0.7142857142857143, 'recall': 0.8333333333333334, 'f1-score': 0.7692307692307692, 'support': 6}, 'LumA': {'precision': 0.9047619047619048, 'recall': 0.926829268292683, 'f1-score': 0.9156626506024096, 'support': 41}, 'LumB': {'precision': 0.7647058823529411, 'recall': 0.7647058823529411, 'f1-score': 0.7647058823529412, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8734177215189873, 'recall': 0.8734177215189873, 'f1-score': 0.8734177215189873, 'support': 79}, 'macro avg': {'precision': 0.8767507002801121, 'recall': 0.7895890814111761, 'f1-score': 0.8152531937705574, 'support': 79}, 'weighted avg': {'precision': 0.8782399035563593, 'recall': 0.8734177215189873, 'f1-score': 0.873049197764769, 'support': 79}}",0.87315655,50,64,100,0.001,0.8
8,9,0.8607594966888428,"{'Basal': {'precision': 1.0, 'recall': 0.8461538461538461, 'f1-score': 0.9166666666666666, 'support': 13}, 'Her2': {'precision': 0.7142857142857143, 'recall': 0.8333333333333334, 'f1-score': 0.7692307692307692, 'support': 6}, 'LumA': {'precision': 0.8666666666666667, 'recall': 0.9512195121951219, 'f1-score': 0.9069767441860465, 'support': 41}, 'LumB': {'precision': 0.8, 'recall': 0.7058823529411765, 'f1-score': 0.7500000000000001, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8607594936708861, 'recall': 0.8607594936708861, 'f1-score': 0.8607594936708861, 'support': 79}, 'macro avg': {'precision': 0.8761904761904763, 'recall': 0.7673178089246957, 'f1-score': 0.8019081693500297, 'support': 79}, 'weighted avg': {'precision': 0.8660638939119951, 'recall': 0.8607594936708861, 'f1-score': 0.8582459636330699, 'support': 79}}",0.87315655,50,64,100,0.001,0.8
9,10,0.8987341523170471,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.9069767441860465, 'recall': 0.9512195121951219, 'f1-score': 0.9285714285714286, 'support': 41}, 'LumB': {'precision': 0.8125, 'recall': 0.7647058823529411, 'f1-score': 0.787878787878788, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8987341772151899, 'recall': 0.8987341772151899, 'f1-score': 0.8987341772151899, 'support': 79}, 'macro avg': {'precision': 0.929609634551495, 'recall': 0.8098517455762793, 'f1-score': 0.8510341510341511, 'support': 79}, 'weighted avg': {'precision': 0.8996199377602085, 'recall': 0.8987341772151899, 'f1-score': 0.8958451300223451, 'support': 79}}",0.87315655,50,64,100,0.001,0.8
