,0,1,2,3,4
0,128.0,2.0,3.0,1.0,1.0
1,5.0,40.0,8.0,12.0,0.0
2,2.0,3.0,376.0,31.0,3.0
3,4.0,6.0,70.0,95.0,1.0
4,9.0,1.0,14.0,0.0,1.0
