,Fold,accuracy,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.7804877758026123,0.670208,100,20,200,100,0.01,0,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.7423312664031982,0.670208,100,20,200,100,0.01,0,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.5214723944664001,0.670208,100,20,200,100,0.01,0,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.6073619723320007,0.670208,100,20,200,100,0.01,0,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.699386477470398,0.670208,100,20,200,100,0.01,0,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
