,Fold,accuracy,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.8719512224197388,0.836967,100,20,200,100,0.01,0.4,0,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.8098159432411194,0.836967,100,20,200,100,0.01,0.4,0,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.8527607321739197,0.836967,100,20,200,100,0.01,0.4,0,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.8282208442687988,0.836967,100,20,200,100,0.01,0.4,0,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.8220859169960022,0.836967,100,20,200,100,0.01,0.4,0,True,False,False,categorical_crossentropy,binary_crossentropy
