,0,1,2,3,4
0,130.0,3.0,1.0,0.0,1.0
1,1.0,53.0,2.0,9.0,0.0
2,0.0,5.0,383.0,26.0,1.0
3,1.0,3.0,42.0,130.0,0.0
4,2.0,1.0,11.0,0.0,11.0
