,0,1,2,3,4
0,120.0,5.0,1.0,0.0,9.0
1,2.0,32.0,23.0,7.0,1.0
2,0.0,1.0,402.0,9.0,3.0
3,0.0,1.0,89.0,86.0,0.0
4,1.0,0.0,13.0,0.0,11.0
