,0,1,2,3,4
0,122.0,3.0,2.0,0.0,9.0
1,6.0,31.0,9.0,15.0,4.0
2,0.0,4.0,383.0,18.0,10.0
3,0.0,5.0,49.0,122.0,0.0
4,4.0,0.0,10.0,0.0,11.0
