,0,1,2,3,4
0,70.0,0.0,66.0,0.0,0.0
1,7.0,0.0,58.0,0.0,0.0
2,1.0,0.0,414.0,0.0,0.0
3,6.0,0.0,170.0,0.0,0.0
4,2.0,0.0,23.0,0.0,0.0
