,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.6547619104385376,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.8571428571428571, 'f1-score': 0.888888888888889, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6029411764705882, 'recall': 0.9761904761904762, 'f1-score': 0.7454545454545454, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.1111111111111111, 'f1-score': 0.1904761904761905, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6547619047619048, 'recall': 0.6547619047619048, 'f1-score': 0.6547619047619048, 'support': 84}, 'macro avg': {'precision': 0.43853695324283554, 'recall': 0.3888888888888889, 'f1-score': 0.364963924963925, 'support': 84}, 'weighted avg': {'precision': 0.5981738849385908, 'recall': 0.6547619047619048, 'f1-score': 0.5616917474060331, 'support': 84}}",0.5663072,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.6666666865348816,"{'Basal': {'precision': 0.7058823529411765, 'recall': 0.8571428571428571, 'f1-score': 0.7741935483870968, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6610169491525424, 'recall': 0.9285714285714286, 'f1-score': 0.7722772277227723, 'support': 42}, 'LumB': {'precision': 0.625, 'recall': 0.2777777777777778, 'f1-score': 0.3846153846153846, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1-score': 0.6666666666666666, 'support': 84}, 'macro avg': {'precision': 0.3983798604187438, 'recall': 0.4126984126984127, 'f1-score': 0.3862172321450507, 'support': 84}, 'weighted avg': {'precision': 0.582084104828372, 'recall': 0.6666666666666666, 'f1-score': 0.5975884543434846, 'support': 84}}",0.5663072,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.6666666865348816,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6153846153846154, 'recall': 0.9523809523809523, 'f1-score': 0.7476635514018692, 'support': 42}, 'LumB': {'precision': 0.8, 'recall': 0.2222222222222222, 'f1-score': 0.3478260869565218, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1-score': 0.6666666666666666, 'support': 84}, 'macro avg': {'precision': 0.4545054945054945, 'recall': 0.40634920634920635, 'f1-score': 0.3905264991002496, 'support': 84}, 'weighted avg': {'precision': 0.621978021978022, 'recall': 0.6666666666666666, 'f1-score': 0.5912230800487608, 'support': 84}}",0.5663072,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.511904776096344,"{'Basal': {'precision': 0.34146341463414637, 'recall': 1.0, 'f1-score': 0.5090909090909091, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6744186046511628, 'recall': 0.6904761904761905, 'f1-score': 0.6823529411764705, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5119047619047619, 'recall': 0.5119047619047619, 'f1-score': 0.5119047619047619, 'support': 84}, 'macro avg': {'precision': 0.20317640385706182, 'recall': 0.3380952380952381, 'f1-score': 0.23828877005347593, 'support': 84}, 'weighted avg': {'precision': 0.3941198714312724, 'recall': 0.5119047619047619, 'f1-score': 0.4260249554367201, 'support': 84}}",0.5663072,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.1666666716337204,"{'Basal': {'precision': 0.16666666666666666, 'recall': 1.0, 'f1-score': 0.2857142857142857, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.16666666666666666, 'recall': 0.16666666666666666, 'f1-score': 0.16666666666666666, 'support': 84}, 'macro avg': {'precision': 0.03333333333333333, 'recall': 0.2, 'f1-score': 0.05714285714285714, 'support': 84}, 'weighted avg': {'precision': 0.027777777777777773, 'recall': 0.16666666666666666, 'f1-score': 0.047619047619047616, 'support': 84}}",0.5663072,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.6419752836227417,"{'Basal': {'precision': 0.6111111111111112, 'recall': 0.7857142857142857, 'f1-score': 0.6875000000000001, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6610169491525424, 'recall': 0.9512195121951219, 'f1-score': 0.78, 'support': 41}, 'LumB': {'precision': 0.5, 'recall': 0.1111111111111111, 'f1-score': 0.1818181818181818, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6419753086419753, 'recall': 0.6419753086419753, 'f1-score': 0.6419753086419753, 'support': 81}, 'macro avg': {'precision': 0.3544256120527307, 'recall': 0.36960898180410373, 'f1-score': 0.3298636363636364, 'support': 81}, 'weighted avg': {'precision': 0.5513240798865408, 'recall': 0.6419753086419753, 'f1-score': 0.5540460157126824, 'support': 81}}",0.5663072,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.5316455960273743,"{'Basal': {'precision': 1.0, 'recall': 0.07692307692307693, 'f1-score': 0.14285714285714288, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5256410256410257, 'recall': 1.0, 'f1-score': 0.689075630252101, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5316455696202531, 'recall': 0.5316455696202531, 'f1-score': 0.5316455696202531, 'support': 79}, 'macro avg': {'precision': 0.3051282051282051, 'recall': 0.21538461538461537, 'f1-score': 0.16638655462184876, 'support': 79}, 'weighted avg': {'precision': 0.4373580006491399, 'recall': 0.5316455696202531, 'f1-score': 0.38112966705669615, 'support': 79}}",0.5663072,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.6582278609275818,"{'Basal': {'precision': 0.7142857142857143, 'recall': 0.7692307692307693, 'f1-score': 0.7407407407407408, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.16666666666666666, 'f1-score': 0.2857142857142857, 'support': 6}, 'LumA': {'precision': 0.640625, 'recall': 1.0, 'f1-score': 0.780952380952381, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6582278481012658, 'recall': 0.6582278481012658, 'f1-score': 0.6582278481012658, 'support': 79}, 'macro avg': {'precision': 0.4709821428571429, 'recall': 0.3871794871794872, 'f1-score': 0.36148148148148146, 'support': 79}, 'weighted avg': {'precision': 0.5259663200723327, 'recall': 0.6582278481012658, 'f1-score': 0.5488982653539616, 'support': 79}}",0.5663072,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.6455696225166321,"{'Basal': {'precision': 0.8, 'recall': 0.6153846153846154, 'f1-score': 0.6956521739130435, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6229508196721312, 'recall': 0.926829268292683, 'f1-score': 0.7450980392156863, 'support': 41}, 'LumB': {'precision': 0.625, 'recall': 0.29411764705882354, 'f1-score': 0.4, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6455696202531646, 'recall': 0.6455696202531646, 'f1-score': 0.6455696202531646, 'support': 79}, 'macro avg': {'precision': 0.40959016393442627, 'recall': 0.3672663061472244, 'f1-score': 0.3681500426257459, 'support': 79}, 'weighted avg': {'precision': 0.5894428304627517, 'recall': 0.6455696202531646, 'f1-score': 0.5872468084647179, 'support': 79}}",0.5663072,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.5189873576164246,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5189873417721519, 'recall': 1.0, 'f1-score': 0.6833333333333332, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5189873417721519, 'recall': 0.5189873417721519, 'f1-score': 0.5189873417721519, 'support': 79}, 'macro avg': {'precision': 0.10379746835443038, 'recall': 0.2, 'f1-score': 0.13666666666666666, 'support': 79}, 'weighted avg': {'precision': 0.2693478609197244, 'recall': 0.5189873417721519, 'f1-score': 0.35464135021097043, 'support': 79}}",0.5663072,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
