,0,1,2,3,4
0,128.0,4.0,1.0,0.0,2.0
1,4.0,38.0,9.0,10.0,4.0
2,2.0,1.0,377.0,27.0,8.0
3,3.0,9.0,49.0,110.0,5.0
4,3.0,1.0,7.0,0.0,14.0
