,0,1,2,3,4
0,126.0,5.0,0.0,2.0,2.0
1,1.0,40.0,4.0,20.0,0.0
2,0.0,1.0,372.0,39.0,3.0
3,0.0,1.0,28.0,147.0,0.0
4,2.0,2.0,12.0,0.0,9.0
