,0,1,2,3,4
0,132.0,2.0,0.0,1.0,0.0
1,3.0,44.0,3.0,14.0,1.0
2,0.0,2.0,381.0,30.0,2.0
3,0.0,2.0,37.0,137.0,0.0
4,5.0,0.0,8.0,1.0,11.0
