,Fold,accuracy,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.7865853905677795,0.74750113,100,20,200,100,0.01,0.6,0,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.7239263653755188,0.74750113,100,20,200,100,0.01,0.6,0,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.754601240158081,0.74750113,100,20,200,100,0.01,0.6,0,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.7055214643478394,0.74750113,100,20,200,100,0.01,0.6,0,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.7668711543083191,0.74750113,100,20,200,100,0.01,0.6,0,True,False,False,categorical_crossentropy,binary_crossentropy
