,0,1,2,3,4
0,126.0,2.0,1.0,0.0,6.0
1,4.0,28.0,10.0,19.0,4.0
2,0.0,1.0,387.0,24.0,3.0
3,1.0,1.0,47.0,127.0,0.0
4,3.0,0.0,6.0,0.0,16.0
