,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.6666666865348816,"{'Basal': {'precision': 0.875, 'recall': 0.75, 'f1-score': 0.8076923076923077, 'support': 28}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 13}, 'LumA': {'precision': 0.6230769230769231, 'recall': 0.9759036144578314, 'f1-score': 0.7605633802816901, 'support': 83}, 'LumB': {'precision': 0.8, 'recall': 0.2222222222222222, 'f1-score': 0.3478260869565218, 'support': 36}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 5}, 'micro avg': {'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1-score': 0.6666666666666666, 'support': 165}, 'macro avg': {'precision': 0.45961538461538465, 'recall': 0.38962516733601077, 'f1-score': 0.38321635498610396, 'support': 165}, 'weighted avg': {'precision': 0.6364568764568764, 'recall': 0.6666666666666666, 'f1-score': 0.5955386927830284, 'support': 165}}",0.6597137,300,100,50,100,0.001,0.4,0
1,2,0.6441717743873596,"{'Basal': {'precision': 0.9, 'recall': 0.6666666666666666, 'f1-score': 0.7659574468085106, 'support': 27}, 'Her2': {'precision': 0.5, 'recall': 0.3076923076923077, 'f1-score': 0.380952380952381, 'support': 13}, 'LumA': {'precision': 0.6076923076923076, 'recall': 0.9518072289156626, 'f1-score': 0.7417840375586855, 'support': 83}, 'LumB': {'precision': 0.8, 'recall': 0.11428571428571428, 'f1-score': 0.19999999999999998, 'support': 35}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 5}, 'micro avg': {'precision': 0.6441717791411042, 'recall': 0.6441717791411042, 'f1-score': 0.6441717791411042, 'support': 163}, 'macro avg': {'precision': 0.5615384615384615, 'recall': 0.4080903835120703, 'f1-score': 0.4177387730639154, 'support': 163}, 'weighted avg': {'precision': 0.6701746106654082, 'recall': 0.6441717791411042, 'f1-score': 0.577922129653875, 'support': 163}}",0.6597137,300,100,50,100,0.001,0.4,0
2,3,0.6687116622924805,"{'Basal': {'precision': 0.92, 'recall': 0.8518518518518519, 'f1-score': 0.8846153846153846, 'support': 27}, 'Her2': {'precision': 0.5, 'recall': 0.07692307692307693, 'f1-score': 0.13333333333333336, 'support': 13}, 'LumA': {'precision': 0.6165413533834586, 'recall': 0.9879518072289156, 'f1-score': 0.7592592592592593, 'support': 83}, 'LumB': {'precision': 1.0, 'recall': 0.08571428571428572, 'f1-score': 0.15789473684210528, 'support': 35}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 5}, 'micro avg': {'precision': 0.6687116564417178, 'recall': 0.6687116564417178, 'f1-score': 0.6687116564417178, 'support': 163}, 'macro avg': {'precision': 0.6073082706766917, 'recall': 0.40048820434362603, 'f1-score': 0.3870205428100165, 'support': 163}, 'weighted avg': {'precision': 0.7209382351584482, 'recall': 0.6687116564417178, 'f1-score': 0.5776857854352204, 'support': 163}}",0.6597137,300,100,50,100,0.001,0.4,0
3,4,0.7055214643478394,"{'Basal': {'precision': 0.875, 'recall': 0.7777777777777778, 'f1-score': 0.823529411764706, 'support': 27}, 'Her2': {'precision': 0.6, 'recall': 0.46153846153846156, 'f1-score': 0.5217391304347826, 'support': 13}, 'LumA': {'precision': 0.6666666666666666, 'recall': 0.9879518072289156, 'f1-score': 0.7961165048543689, 'support': 83}, 'LumB': {'precision': 1.0, 'recall': 0.17142857142857143, 'f1-score': 0.2926829268292683, 'support': 35}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 5}, 'micro avg': {'precision': 0.7055214723926381, 'recall': 0.7055214723926381, 'f1-score': 0.7055214723926381, 'support': 163}, 'macro avg': {'precision': 0.6283333333333333, 'recall': 0.47973932359474525, 'f1-score': 0.4868135947766251, 'support': 163}, 'weighted avg': {'precision': 0.7469836400817995, 'recall': 0.7055214723926381, 'f1-score': 0.6462544488051303, 'support': 163}}",0.6597137,300,100,50,100,0.001,0.4,0
4,5,0.6134969592094421,"{'Basal': {'precision': 0.9411764705882353, 'recall': 0.5925925925925926, 'f1-score': 0.7272727272727272, 'support': 27}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 13}, 'LumA': {'precision': 0.5734265734265734, 'recall': 0.9879518072289156, 'f1-score': 0.7256637168141593, 'support': 83}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.05714285714285714, 'f1-score': 0.10526315789473684, 'support': 35}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 5}, 'micro avg': {'precision': 0.6134969325153374, 'recall': 0.6134969325153374, 'f1-score': 0.6134969325153374, 'support': 163}, 'macro avg': {'precision': 0.4362539421362951, 'recall': 0.32753745139287305, 'f1-score': 0.31163992039632465, 'support': 163}, 'weighted avg': {'precision': 0.5910398995927686, 'recall': 0.6134969325153374, 'f1-score': 0.5125807525046298, 'support': 163}}",0.6597137,300,100,50,100,0.001,0.4,0
