,0,1,2,3,4
0,124.0,1.0,5.0,5.0,0.0
1,4.0,14.0,13.0,33.0,1.0
2,0.0,1.0,349.0,58.0,7.0
3,0.0,1.0,55.0,120.0,0.0
4,2.0,0.0,15.0,1.0,7.0
