,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8095238208770752,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.42857142857142855, 'f1-score': 0.6, 'support': 7}, 'LumA': {'precision': 0.7777777777777778, 'recall': 1.0, 'f1-score': 0.8750000000000001, 'support': 42}, 'LumB': {'precision': 0.8333333333333334, 'recall': 0.5555555555555556, 'f1-score': 0.6666666666666667, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8095238095238095, 'recall': 0.8095238095238095, 'f1-score': 0.8095238095238095, 'support': 84}, 'macro avg': {'precision': 0.6955555555555556, 'recall': 0.5825396825396826, 'f1-score': 0.6076436781609196, 'support': 84}, 'weighted avg': {'precision': 0.7952380952380952, 'recall': 0.8095238095238095, 'f1-score': 0.7797824302134648, 'support': 84}}",0.77091247,300,100,64,100,0.001,0.5,0.8
1,2,0.738095223903656,"{'Basal': {'precision': 0.875, 'recall': 1.0, 'f1-score': 0.9333333333333333, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.14285714285714285, 'f1-score': 0.25, 'support': 7}, 'LumA': {'precision': 0.8378378378378378, 'recall': 0.7380952380952381, 'f1-score': 0.7848101265822786, 'support': 42}, 'LumB': {'precision': 0.5333333333333333, 'recall': 0.8888888888888888, 'f1-score': 0.6666666666666667, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7380952380952381, 'recall': 0.7380952380952381, 'f1-score': 0.7380952380952381, 'support': 84}, 'macro avg': {'precision': 0.6492342342342342, 'recall': 0.553968253968254, 'f1-score': 0.5269620253164558, 'support': 84}, 'weighted avg': {'precision': 0.7623712998712998, 'recall': 0.7380952380952381, 'f1-score': 0.711651095037171, 'support': 84}}",0.77091247,300,100,64,100,0.001,0.5,0.8
2,3,0.8095238208770752,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.8571428571428571, 'f1-score': 0.923076923076923, 'support': 7}, 'LumA': {'precision': 0.7959183673469388, 'recall': 0.9285714285714286, 'f1-score': 0.8571428571428572, 'support': 42}, 'LumB': {'precision': 0.6923076923076923, 'recall': 0.5, 'f1-score': 0.5806451612903226, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.8095238095238095, 'recall': 0.8095238095238095, 'f1-score': 0.8095238095238095, 'support': 84}, 'macro avg': {'precision': 0.7833594976452118, 'recall': 0.7095238095238096, 'f1-score': 0.7378872740163063, 'support': 84}, 'weighted avg': {'precision': 0.8022632129774988, 'recall': 0.8095238095238095, 'f1-score': 0.7989660876757652, 'support': 84}}",0.77091247,300,100,64,100,0.001,0.5,0.8
3,4,0.7142857313156128,"{'Basal': {'precision': 0.8125, 'recall': 0.9285714285714286, 'f1-score': 0.8666666666666666, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.5714285714285714, 'f1-score': 0.6153846153846153, 'support': 7}, 'LumA': {'precision': 0.8, 'recall': 0.7619047619047619, 'f1-score': 0.7804878048780488, 'support': 42}, 'LumB': {'precision': 0.47368421052631576, 'recall': 0.5, 'f1-score': 0.4864864864864865, 'support': 18}, 'Normal': {'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1-score': 0.6666666666666666, 'support': 3}, 'micro avg': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 84}, 'macro avg': {'precision': 0.6839035087719298, 'recall': 0.6857142857142857, 'f1-score': 0.6831384480164967, 'support': 84}, 'weighted avg': {'precision': 0.7162855054302423, 'recall': 0.7142857142857143, 'f1-score': 0.7140270262221482, 'support': 84}}",0.77091247,300,100,64,100,0.001,0.5,0.8
4,5,0.761904776096344,"{'Basal': {'precision': 0.8125, 'recall': 0.9285714285714286, 'f1-score': 0.8666666666666666, 'support': 14}, 'Her2': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 7}, 'LumA': {'precision': 0.7708333333333334, 'recall': 0.8809523809523809, 'f1-score': 0.8222222222222222, 'support': 42}, 'LumB': {'precision': 0.7272727272727273, 'recall': 0.4444444444444444, 'f1-score': 0.5517241379310345, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.7619047619047619, 'recall': 0.7619047619047619, 'f1-score': 0.7619047619047619, 'support': 84}, 'macro avg': {'precision': 0.704978354978355, 'recall': 0.6603174603174604, 'f1-score': 0.6709797482211275, 'support': 84}, 'weighted avg': {'precision': 0.7540584415584416, 'recall': 0.7619047619047619, 'f1-score': 0.747591680350301, 'support': 84}}",0.77091247,300,100,64,100,0.001,0.5,0.8
5,6,0.8125,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 0.375, 'recall': 0.5, 'f1-score': 0.42857142857142855, 'support': 6}, 'LumA': {'precision': 0.925, 'recall': 0.9024390243902439, 'f1-score': 0.9135802469135802, 'support': 41}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1-score': 0.6666666666666666, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8125, 'recall': 0.8125, 'f1-score': 0.8125, 'support': 80}, 'macro avg': {'precision': 0.579047619047619, 'recall': 0.6138211382113821, 'f1-score': 0.5943562610229277, 'support': 80}, 'weighted avg': {'precision': 0.8030803571428571, 'recall': 0.8125, 'f1-score': 0.8068342151675484, 'support': 80}}",0.77091247,300,100,64,100,0.001,0.5,0.8
6,7,0.7721518874168396,"{'Basal': {'precision': 0.9166666666666666, 'recall': 0.8461538461538461, 'f1-score': 0.8799999999999999, 'support': 13}, 'Her2': {'precision': 0.5555555555555556, 'recall': 0.8333333333333334, 'f1-score': 0.6666666666666667, 'support': 6}, 'LumA': {'precision': 0.8292682926829268, 'recall': 0.8292682926829268, 'f1-score': 0.8292682926829268, 'support': 41}, 'LumB': {'precision': 0.625, 'recall': 0.5882352941176471, 'f1-score': 0.6060606060606061, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.7721518987341772, 'recall': 0.7721518987341772, 'f1-score': 0.7721518987341772, 'support': 79}, 'macro avg': {'precision': 0.7852981029810298, 'recall': 0.7193981532575507, 'f1-score': 0.7297324464153732, 'support': 79}, 'weighted avg': {'precision': 0.7832278481012658, 'recall': 0.7721518987341772, 'f1-score': 0.7731185270425777, 'support': 79}}",0.77091247,300,100,64,100,0.001,0.5,0.8
7,8,0.8101266026496887,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.7547169811320755, 'recall': 0.975609756097561, 'f1-score': 0.851063829787234, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.35294117647058826, 'f1-score': 0.5217391304347826, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.7366576819407008, 'recall': 0.6323768531802966, 'f1-score': 0.6489713664551777, 'support': 79}, 'weighted avg': {'precision': 0.8356306936435907, 'recall': 0.810126582278481, 'f1-score': 0.7814714710345807, 'support': 79}}",0.77091247,300,100,64,100,0.001,0.5,0.8
8,9,0.6962025165557861,"{'Basal': {'precision': 0.8, 'recall': 0.9230769230769231, 'f1-score': 0.8571428571428571, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.7333333333333333, 'recall': 0.8048780487804879, 'f1-score': 0.7674418604651163, 'support': 41}, 'LumB': {'precision': 0.4666666666666667, 'recall': 0.4117647058823529, 'f1-score': 0.43749999999999994, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6962025316455697, 'recall': 0.6962025316455697, 'f1-score': 0.6962025316455697, 'support': 79}, 'macro avg': {'precision': 0.6, 'recall': 0.5279439355479527, 'f1-score': 0.545750276854928, 'support': 79}, 'weighted avg': {'precision': 0.6886075949367088, 'recall': 0.6962025316455697, 'f1-score': 0.6841199167332521, 'support': 79}}",0.77091247,300,100,64,100,0.001,0.5,0.8
9,10,0.7848101258277893,"{'Basal': {'precision': 0.7647058823529411, 'recall': 1.0, 'f1-score': 0.8666666666666666, 'support': 13}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.8125, 'recall': 0.9512195121951219, 'f1-score': 0.8764044943820225, 'support': 41}, 'LumB': {'precision': 0.75, 'recall': 0.35294117647058826, 'f1-score': 0.48, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7848101265822784, 'recall': 0.7848101265822784, 'f1-score': 0.7848101265822784, 'support': 79}, 'macro avg': {'precision': 0.5987745098039216, 'recall': 0.5941654710664753, 'f1-score': 0.5779475655430711, 'support': 79}, 'weighted avg': {'precision': 0.7595402084884586, 'recall': 0.7848101265822784, 'f1-score': 0.7513829232446784, 'support': 79}}",0.77091247,300,100,64,100,0.001,0.5,0.8
