,0,1,2,3,4
0,130.0,4.0,1.0,0.0,1.0
1,2.0,47.0,4.0,12.0,0.0
2,0.0,1.0,385.0,26.0,3.0
3,0.0,5.0,43.0,128.0,0.0
4,4.0,1.0,13.0,0.0,7.0
