,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.6547619104385376,"{'Basal': {'precision': 0.8333333333333334, 'recall': 0.7142857142857143, 'f1-score': 0.7692307692307692, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6212121212121212, 'recall': 0.9761904761904762, 'f1-score': 0.7592592592592593, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.2222222222222222, 'f1-score': 0.3333333333333333, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6547619047619048, 'recall': 0.6547619047619048, 'f1-score': 0.6547619047619048, 'support': 84}, 'macro avg': {'precision': 0.4242424242424242, 'recall': 0.3825396825396825, 'f1-score': 0.37236467236467236, 'support': 84}, 'weighted avg': {'precision': 0.5923520923520924, 'recall': 0.6547619047619048, 'f1-score': 0.5792633292633292, 'support': 84}}",0.6374262,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.7142857313156128,"{'Basal': {'precision': 1.0, 'recall': 0.7142857142857143, 'f1-score': 0.8333333333333333, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.7169811320754716, 'recall': 0.9047619047619048, 'f1-score': 0.8, 'support': 42}, 'LumB': {'precision': 0.5714285714285714, 'recall': 0.6666666666666666, 'f1-score': 0.6153846153846153, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 84}, 'macro avg': {'precision': 0.45768194070080864, 'recall': 0.45714285714285713, 'f1-score': 0.44974358974358974, 'support': 84}, 'weighted avg': {'precision': 0.6476062122962392, 'recall': 0.7142857142857143, 'f1-score': 0.6707570207570207, 'support': 84}}",0.6374262,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.6309523582458496,"{'Basal': {'precision': 0.8181818181818182, 'recall': 0.6428571428571429, 'f1-score': 0.7200000000000001, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6176470588235294, 'recall': 1.0, 'f1-score': 0.7636363636363637, 'support': 42}, 'LumB': {'precision': 0.4, 'recall': 0.1111111111111111, 'f1-score': 0.1739130434782609, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6309523809523809, 'recall': 0.6309523809523809, 'f1-score': 0.6309523809523809, 'support': 84}, 'macro avg': {'precision': 0.36716577540106954, 'recall': 0.35079365079365077, 'f1-score': 0.331509881422925, 'support': 84}, 'weighted avg': {'precision': 0.5309014514896868, 'recall': 0.6309523809523809, 'f1-score': 0.5390852625635235, 'support': 84}}",0.6374262,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.5952380895614624,"{'Basal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5735294117647058, 'recall': 0.9285714285714286, 'f1-score': 0.7090909090909091, 'support': 42}, 'LumB': {'precision': 0.4444444444444444, 'recall': 0.2222222222222222, 'f1-score': 0.2962962962962963, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5952380952380952, 'recall': 0.5952380952380952, 'f1-score': 0.5952380952380952, 'support': 84}, 'macro avg': {'precision': 0.4035947712418301, 'recall': 0.33015873015873015, 'f1-score': 0.3344107744107744, 'support': 84}, 'weighted avg': {'precision': 0.5486694677871148, 'recall': 0.5952380952380952, 'f1-score': 0.5291486291486291, 'support': 84}}",0.6374262,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.5714285969734192,"{'Basal': {'precision': 0.8333333333333334, 'recall': 0.35714285714285715, 'f1-score': 0.5, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5616438356164384, 'recall': 0.9761904761904762, 'f1-score': 0.7130434782608696, 'support': 42}, 'LumB': {'precision': 0.4, 'recall': 0.1111111111111111, 'f1-score': 0.1739130434782609, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5714285714285714, 'recall': 0.5714285714285714, 'f1-score': 0.5714285714285714, 'support': 84}, 'macro avg': {'precision': 0.35899543378995435, 'recall': 0.28888888888888886, 'f1-score': 0.2773913043478261, 'support': 84}, 'weighted avg': {'precision': 0.5054250924113939, 'recall': 0.5714285714285714, 'f1-score': 0.4771221532091098, 'support': 84}}",0.6374262,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.6000000238418579,"{'Basal': {'precision': 0.5714285714285714, 'recall': 0.6153846153846154, 'f1-score': 0.5925925925925927, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.65, 'recall': 0.9512195121951219, 'f1-score': 0.7722772277227723, 'support': 41}, 'LumB': {'precision': 0.16666666666666666, 'recall': 0.05555555555555555, 'f1-score': 0.08333333333333333, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6, 'recall': 0.6, 'f1-score': 0.6, 'support': 80}, 'macro avg': {'precision': 0.27761904761904765, 'recall': 0.3244319366270586, 'f1-score': 0.28964063072973967, 'support': 80}, 'weighted avg': {'precision': 0.46348214285714284, 'recall': 0.6, 'f1-score': 0.5108383755042171, 'support': 80}}",0.6374262,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.607594907283783,"{'Basal': {'precision': 0.875, 'recall': 0.5384615384615384, 'f1-score': 0.6666666666666667, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5857142857142857, 'recall': 1.0, 'f1-score': 0.7387387387387387, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6075949367088608, 'recall': 0.6075949367088608, 'f1-score': 0.6075949367088608, 'support': 79}, 'macro avg': {'precision': 0.29214285714285715, 'recall': 0.30769230769230765, 'f1-score': 0.2810810810810811, 'support': 79}, 'weighted avg': {'precision': 0.4479656419529838, 'recall': 0.6075949367088608, 'f1-score': 0.4931006956323412, 'support': 79}}",0.6374262,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.6329113841056824,"{'Basal': {'precision': 0.75, 'recall': 0.6923076923076923, 'f1-score': 0.7199999999999999, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6119402985074627, 'recall': 1.0, 'f1-score': 0.7592592592592593, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6329113924050633, 'recall': 0.6329113924050633, 'f1-score': 0.6329113924050633, 'support': 79}, 'macro avg': {'precision': 0.27238805970149255, 'recall': 0.3384615384615385, 'f1-score': 0.29585185185185187, 'support': 79}, 'weighted avg': {'precision': 0.4410069903646325, 'recall': 0.6329113924050633, 'f1-score': 0.5125269573370839, 'support': 79}}",0.6374262,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.6582278609275818,"{'Basal': {'precision': 0.8333333333333334, 'recall': 0.7692307692307693, 'f1-score': 0.8, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6212121212121212, 'recall': 1.0, 'f1-score': 0.766355140186916, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.058823529411764705, 'f1-score': 0.1111111111111111, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6582278481012658, 'recall': 0.6582278481012658, 'f1-score': 0.6582278481012658, 'support': 79}, 'macro avg': {'precision': 0.4909090909090909, 'recall': 0.36561085972850677, 'f1-score': 0.3354932502596054, 'support': 79}, 'weighted avg': {'precision': 0.6747219025700039, 'recall': 0.6582278481012658, 'f1-score': 0.5532841726145878, 'support': 79}}",0.6374262,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.7088607549667358,"{'Basal': {'precision': 0.8, 'recall': 0.9230769230769231, 'f1-score': 0.8571428571428571, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6949152542372882, 'recall': 1.0, 'f1-score': 0.8200000000000001, 'support': 41}, 'LumB': {'precision': 0.6, 'recall': 0.17647058823529413, 'f1-score': 0.2727272727272727, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7088607594936709, 'recall': 0.7088607594936709, 'f1-score': 0.7088607594936709, 'support': 79}, 'macro avg': {'precision': 0.4189830508474577, 'recall': 0.41990950226244345, 'f1-score': 0.389974025974026, 'support': 79}, 'weighted avg': {'precision': 0.6214117142244153, 'recall': 0.7088607594936709, 'f1-score': 0.6253065921420351, 'support': 79}}",0.6374262,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
