,0,1,2,3,4
0,129.0,3.0,3.0,0.0,0.0
1,1.0,27.0,16.0,21.0,0.0
2,0.0,1.0,398.0,16.0,0.0
3,0.0,0.0,65.0,111.0,0.0
4,4.0,1.0,17.0,0.0,3.0
