,Fold,accuracy,other_metrics,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.6190476417541504,"{'Basal': {'precision': 0.8888888888888888, 'recall': 0.5714285714285714, 'f1-score': 0.6956521739130435, 'support': 14}, 'Her2': {'precision': 0.25, 'recall': 0.14285714285714285, 'f1-score': 0.18181818181818182, 'support': 7}, 'LumA': {'precision': 0.6119402985074627, 'recall': 0.9761904761904762, 'f1-score': 0.7522935779816514, 'support': 42}, 'LumB': {'precision': 0.5, 'recall': 0.1111111111111111, 'f1-score': 0.1818181818181818, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6190476190476191, 'recall': 0.6190476190476191, 'f1-score': 0.6190476190476191, 'support': 84}, 'macro avg': {'precision': 0.45016583747927025, 'recall': 0.36031746031746026, 'f1-score': 0.36231642310621176, 'support': 84}, 'weighted avg': {'precision': 0.5820944878780698, 'recall': 0.6190476190476191, 'f1-score': 0.5462013720888871, 'support': 84}}",0.59277344,300,100,128,100,0.01,0.2,0
1,2,0.6190476417541504,"{'Basal': {'precision': 1.0, 'recall': 0.5714285714285714, 'f1-score': 0.7272727272727273, 'support': 14}, 'Her2': {'precision': 0.5, 'recall': 0.14285714285714285, 'f1-score': 0.22222222222222224, 'support': 7}, 'LumA': {'precision': 0.5942028985507246, 'recall': 0.9761904761904762, 'f1-score': 0.7387387387387387, 'support': 42}, 'LumB': {'precision': 0.4, 'recall': 0.1111111111111111, 'f1-score': 0.1739130434782609, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6190476190476191, 'recall': 0.6190476190476191, 'f1-score': 0.6190476190476191, 'support': 84}, 'macro avg': {'precision': 0.4988405797101449, 'recall': 0.36031746031746026, 'f1-score': 0.37242934634238983, 'support': 84}, 'weighted avg': {'precision': 0.5911490683229814, 'recall': 0.6190476190476191, 'f1-score': 0.5463670898453507, 'support': 84}}",0.59277344,300,100,128,100,0.01,0.2,0
2,3,0.5476190447807312,"{'Basal': {'precision': 0.9166666666666666, 'recall': 0.7857142857142857, 'f1-score': 0.8461538461538461, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.7407407407407407, 'recall': 0.47619047619047616, 'f1-score': 0.5797101449275363, 'support': 42}, 'LumB': {'precision': 0.3333333333333333, 'recall': 0.8333333333333334, 'f1-score': 0.47619047619047616, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5476190476190477, 'recall': 0.5476190476190477, 'f1-score': 0.5476190476190477, 'support': 84}, 'macro avg': {'precision': 0.39814814814814814, 'recall': 0.41904761904761906, 'f1-score': 0.38041089345437173, 'support': 84}, 'weighted avg': {'precision': 0.5945767195767195, 'recall': 0.5476190476190477, 'f1-score': 0.5329215298159398, 'support': 84}}",0.59277344,300,100,128,100,0.01,0.2,0
3,4,0.4761904776096344,"{'Basal': {'precision': 0.7692307692307693, 'recall': 0.7142857142857143, 'f1-score': 0.7407407407407408, 'support': 14}, 'Her2': {'precision': 0.3333333333333333, 'recall': 0.14285714285714285, 'f1-score': 0.2, 'support': 7}, 'LumA': {'precision': 0.59375, 'recall': 0.4523809523809524, 'f1-score': 0.5135135135135135, 'support': 42}, 'LumB': {'precision': 0.2777777777777778, 'recall': 0.5555555555555556, 'f1-score': 0.3703703703703704, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.47619047619047616, 'recall': 0.47619047619047616, 'f1-score': 0.47619047619047616, 'support': 84}, 'macro avg': {'precision': 0.39481837606837605, 'recall': 0.373015873015873, 'f1-score': 0.36492492492492495, 'support': 84}, 'weighted avg': {'precision': 0.5123817155067155, 'recall': 0.47619047619047616, 'f1-score': 0.47624529291195955, 'support': 84}}",0.59277344,300,100,128,100,0.01,0.2,0
4,5,0.6428571343421936,"{'Basal': {'precision': 1.0, 'recall': 0.6428571428571429, 'f1-score': 0.782608695652174, 'support': 14}, 'Her2': {'precision': 0.375, 'recall': 0.42857142857142855, 'f1-score': 0.39999999999999997, 'support': 7}, 'LumA': {'precision': 0.6545454545454545, 'recall': 0.8571428571428571, 'f1-score': 0.7422680412371134, 'support': 42}, 'LumB': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6428571428571429, 'recall': 0.6428571428571429, 'f1-score': 0.6428571428571429, 'support': 84}, 'macro avg': {'precision': 0.5059090909090909, 'recall': 0.4523809523809524, 'f1-score': 0.4649753473778575, 'support': 84}, 'weighted avg': {'precision': 0.6323322510822511, 'recall': 0.6428571428571429, 'f1-score': 0.6206164222748715, 'support': 84}}",0.59277344,300,100,128,100,0.01,0.2,0
5,6,0.5925925970077515,"{'Basal': {'precision': 0.5882352941176471, 'recall': 0.7142857142857143, 'f1-score': 0.6451612903225806, 'support': 14}, 'Her2': {'precision': 0.5, 'recall': 0.16666666666666666, 'f1-score': 0.25, 'support': 6}, 'LumA': {'precision': 0.8387096774193549, 'recall': 0.6341463414634146, 'f1-score': 0.7222222222222222, 'support': 41}, 'LumB': {'precision': 0.47619047619047616, 'recall': 0.5555555555555556, 'f1-score': 0.5128205128205129, 'support': 18}, 'Normal': {'precision': 0.1, 'recall': 0.5, 'f1-score': 0.16666666666666669, 'support': 2}, 'micro avg': {'precision': 0.5925925925925926, 'recall': 0.5925925925925926, 'f1-score': 0.5925925925925926, 'support': 81}, 'macro avg': {'precision': 0.5006270895454957, 'recall': 0.5141308555942702, 'f1-score': 0.4593741384063964, 'support': 81}, 'weighted avg': {'precision': 0.6715286353490022, 'recall': 0.5925925925925926, 'f1-score': 0.6136724906139482, 'support': 81}}",0.59277344,300,100,128,100,0.01,0.2,0
6,7,0.607594907283783,"{'Basal': {'precision': 0.75, 'recall': 0.9230769230769231, 'f1-score': 0.8275862068965517, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6181818181818182, 'recall': 0.8292682926829268, 'f1-score': 0.7083333333333334, 'support': 41}, 'LumB': {'precision': 0.25, 'recall': 0.11764705882352941, 'f1-score': 0.15999999999999998, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6075949367088608, 'recall': 0.6075949367088608, 'f1-score': 0.6075949367088608, 'support': 79}, 'macro avg': {'precision': 0.3236363636363636, 'recall': 0.3739984549166759, 'f1-score': 0.339183908045977, 'support': 79}, 'weighted avg': {'precision': 0.4980437284234752, 'recall': 0.6075949367088608, 'f1-score': 0.5382314855230612, 'support': 79}}",0.59277344,300,100,128,100,0.01,0.2,0
7,8,0.6582278609275818,"{'Basal': {'precision': 0.6, 'recall': 0.9230769230769231, 'f1-score': 0.7272727272727274, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.75, 'recall': 0.8048780487804879, 'f1-score': 0.7764705882352942, 'support': 41}, 'LumB': {'precision': 0.4666666666666667, 'recall': 0.4117647058823529, 'f1-score': 0.43749999999999994, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6582278481012658, 'recall': 0.6582278481012658, 'f1-score': 0.6582278481012658, 'support': 79}, 'macro avg': {'precision': 0.3633333333333334, 'recall': 0.42794393554795274, 'f1-score': 0.38824866310160433, 'support': 79}, 'weighted avg': {'precision': 0.5883966244725739, 'recall': 0.6582278481012658, 'f1-score': 0.6168017667366141, 'support': 79}}",0.59277344,300,100,128,100,0.01,0.2,0
8,9,0.5316455960273743,"{'Basal': {'precision': 0.7272727272727273, 'recall': 0.6153846153846154, 'f1-score': 0.6666666666666667, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6666666666666666, 'recall': 0.6829268292682927, 'f1-score': 0.674698795180723, 'support': 41}, 'LumB': {'precision': 0.4444444444444444, 'recall': 0.23529411764705882, 'f1-score': 0.30769230769230765, 'support': 17}, 'Normal': {'precision': 0.11764705882352941, 'recall': 1.0, 'f1-score': 0.21052631578947367, 'support': 2}, 'micro avg': {'precision': 0.5316455696202531, 'recall': 0.5316455696202531, 'f1-score': 0.5316455696202531, 'support': 79}, 'macro avg': {'precision': 0.39120617944147357, 'recall': 0.5067211124599934, 'f1-score': 0.37191681706583424, 'support': 79}, 'weighted avg': {'precision': 0.5642877020390051, 'recall': 0.5316455696202531, 'f1-score': 0.5314068244484111, 'support': 79}}",0.59277344,300,100,128,100,0.01,0.2,0
9,10,0.6329113841056824,"{'Basal': {'precision': 0.6842105263157895, 'recall': 1.0, 'f1-score': 0.8125000000000001, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7435897435897436, 'recall': 0.7073170731707317, 'f1-score': 0.725, 'support': 41}, 'LumB': {'precision': 0.6153846153846154, 'recall': 0.47058823529411764, 'f1-score': 0.5333333333333333, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6329113924050633, 'recall': 0.6329113924050633, 'f1-score': 0.6329113924050633, 'support': 79}, 'macro avg': {'precision': 0.4086369770580297, 'recall': 0.43558106169296984, 'f1-score': 0.4141666666666667, 'support': 79}, 'weighted avg': {'precision': 0.6309298074787748, 'recall': 0.6329113924050633, 'f1-score': 0.6247362869198313, 'support': 79}}",0.59277344,300,100,128,100,0.01,0.2,0
