,loss,val_loss
0,9439.892116080775,14090.091899025889
1,8893.276868757632,8756.588777294717
2,8817.0825725732,8671.45182564069
3,8774.485236392184,8635.17913384218
4,8744.549871018333,8610.535493347934
5,8726.840631315059,8602.378366893305
6,8708.869761454336,8658.98197036807
7,8693.936794894162,8599.134892292102
8,8688.792896740157,8606.954516295109
9,8681.163944603759,8541.283109146181
10,8671.842438830252,8559.405820966265
11,8666.196328588407,8539.721851300994
12,8659.061290598103,8559.684302677171
13,8652.291261412538,8565.314451081982
14,8646.392203310363,8520.265721021835
15,8644.656030335907,8541.653628808184
16,8640.926059521473,8565.654991501046
17,8638.249156326327,8543.750539356695
18,8630.575755490012,8529.582051680178
19,8632.842774800461,8502.922500163442
20,8629.636625614241,8580.486140167364
21,8628.02170210823,8519.107466821391
22,8622.056789869373,8504.806436323222
23,8620.981817855532,8526.476014971235
24,8620.275112807847,8502.887593161611
25,8617.002568502487,8494.183930847934
26,8617.582718864489,8520.298499199136
27,8616.254631345953,8489.074555847934
28,8612.434315438546,8479.80556395463
29,8611.140191350823,8500.416947241109
30,8609.53446227502,8509.81025268044
31,8605.387764142097,8499.613928886636
32,8604.438084483674,8468.892069413572
33,8603.010421209874,8476.301661790665
34,8602.145477145848,8486.716282034518
35,8602.724370061533,8519.45561339566
36,8598.04419200868,8490.025852347018
37,8598.413522766923,8490.11386963912
38,8596.713851059112,8490.84705764579
39,8595.8653524984,8495.640962097934
40,8597.500279861595,8484.132291530466
41,8594.210927732103,8479.643511784127
42,8590.759683620101,8469.500686453976
43,8589.770652967987,8470.578453925864
44,8588.267838677963,8482.02903945476
45,8586.484655770237,8455.518092965482
46,8585.527560233848,8484.415946162395
47,8586.105818122674,8460.226010885199
48,8587.006226920505,8478.29926124477
49,8585.356387840922,8492.409224633891
50,8582.013049228382,8458.666369067076
51,8583.130449350503,8464.304115455021
52,8586.06082332919,8536.438921940377
53,8582.551424341053,8475.083984375
54,8578.959523426596,8457.079824790795
55,8581.005373478934,8451.548595220973
56,8578.637247352219,8449.90683838912
57,8578.387731658162,8456.19041947241
58,8576.579018421799,8447.893235976726
59,8574.29262210325,8474.925344044195
60,8580.070584865303,8522.919631766476
61,8576.926560864445,8448.761694233786
62,8573.734582170273,8464.92278618593
63,8571.588299059375,8449.18272751046
64,8575.365824992004,8456.593931828582
65,8572.477923872195,8495.735911349373
66,8571.058848623954,8468.479976382714
67,8574.760686533205,8473.042329285434
68,8570.730409233978,8455.002512911873
69,8572.750431831893,8447.854324660042
70,8570.86944161251,8468.958093619247
71,8566.094369920695,8458.910605713912
72,8569.526804130503,8438.448229929394
73,8570.398963603455,8448.675139742416
74,8567.519667773393,8444.59712097934
75,8567.06961239169,8461.66835692338
76,8569.215082041244,8443.864899320084
77,8567.917667535328,8451.845711297072
78,8564.864447718583,8430.1082145659
79,8563.457804390375,8441.604522832768
80,8565.506074041565,8473.434233214566
81,8566.812403456835,8447.660979586166
82,8567.061713797904,8445.67464737513
83,8563.182979962638,8444.004220874738
84,8561.97602674223,8445.8934627517
85,8566.538082302934,8455.020622221497
86,8560.096696043047,8452.694734325967
87,8564.864696004885,8445.714672136506
88,8559.856842161695,8450.285395283081
89,8558.422650071238,8439.134103687238
90,8558.77284279411,8442.671633923901
91,8558.00419451653,8438.622615798247
92,8559.781201160517,8460.976944544325
93,8562.309890835804,8461.979271541579
94,8559.79603995842,8470.324275954497
95,8558.70451953761,8456.1116039324
96,8558.611190920126,8454.773108574136
97,8559.465099532596,8443.431828582636
98,8560.628992570946,8433.27403610421
99,8557.43624107714,8435.840652785042
100,8558.649880649933,8454.9102481858
101,8559.317684254333,8462.205531674948
102,8557.473363400282,8439.912070557662
103,8561.914302154208,8439.719489572437
104,8559.089798658664,8437.225970024843
105,8557.015440091445,8448.793293589828
106,8558.139502146212,8439.727886375524
107,8557.992527786259,8434.923756619377
108,8556.973082175724,8431.796215105256
109,8552.832893323666,8418.281916023798
110,8551.182039745798,8429.953045322307
111,8552.044609075148,8445.181781593226
112,8555.819143759813,8472.32796768763
113,8556.812830291201,8449.736046188546
114,8553.605808581937,8429.19650153635
115,8553.708940987366,8448.42158897751
116,8555.388263667786,8429.539217769352
117,8551.83549658169,8452.432549767913
118,8552.691224976012,8436.695373790533
119,8553.307430575243,8425.403914830675
120,8548.67063334133,8423.426853834335
121,8553.749580661926,8426.062571505623
122,8553.398954517039,8447.654703435539
123,8548.324163550025,8421.590303429
124,8552.474199123342,8444.022168785958
125,8553.925642682165,8421.257843145268
126,8548.383008993735,8442.535015281774
127,8549.623226445285,8427.953756292494
128,8552.037053720705,8445.617391801778
129,8550.662823794415,8425.343521182009
130,8546.908351460732,8421.751107315638
131,8547.768386815975,8435.607998006015
132,8548.62334672671,8429.175156086558
133,8549.351357374171,8421.438783015168
134,8545.99166480395,8429.146468030858
135,8545.997269759318,8437.313901510199
136,8551.887384557092,8473.997952896181
137,8548.547338407188,8426.824263696391
138,8547.292284883657,8453.89901771705
139,8549.106925302396,8439.235169733918
140,8550.207123477117,8421.87372924294
141,8545.20278448658,8420.509888206067
142,8546.184578035953,8428.067644318777
143,8545.38999008672,8430.842099241632
144,8546.86765908496,8422.702215857087
145,8549.278646969135,8419.84471634741
146,8547.895538024832,8430.884867775889
147,8544.638267983833,8432.56178085774
148,8546.058018125581,8427.598708404157
149,8546.194213952373,8432.555414814331
